epoch,batch,d_loss_real,d_loss_fake,g_loss
1.0,108.0,0.6413102746009827,0.5675374269485474,0.18683694303035736
1.0,109.0,0.7705023288726807,0.5463812351226807,0.21396510303020477
1.0,110.0,0.5794949531555176,0.5763871669769287,0.19688263535499573
1.0,111.0,0.6536101698875427,0.5672012567520142,0.22288362681865692
1.0,112.0,0.6566184163093567,0.5607976913452148,0.2235771119594574
1.0,113.0,0.6411688327789307,0.5523268580436707,0.19260193407535553
1.0,114.0,0.683986485004425,0.5275419354438782,0.17495141923427582
1.0,115.0,0.672743022441864,0.582604169845581,0.20133644342422485
1.0,116.0,0.7037491798400879,0.5405434370040894,0.18716134130954742
1.0,117.0,0.6698867082595825,0.5361058712005615,0.16636399924755096
1.0,118.0,0.5630006194114685,0.5299891829490662,0.16907720267772675
1.0,119.0,0.5027981400489807,0.5070284008979797,0.1918330192565918
1.0,120.0,0.6567138433456421,0.5238156318664551,0.1869758665561676
1.0,121.0,0.5289385914802551,0.5678438544273376,0.17295052111148834
1.0,122.0,0.6347858309745789,0.5096226930618286,0.1597055047750473
1.0,123.0,0.5912773609161377,0.5479789972305298,0.1508723646402359
1.0,124.0,0.5684728622436523,0.5525320172309875,0.1809922605752945
1.0,125.0,0.6338227391242981,0.5351665616035461,0.167669415473938
1.0,126.0,0.5676687359809875,0.5280262231826782,0.16628891229629517
1.0,127.0,0.6103143095970154,0.5480459928512573,0.16109366714954376
1.0,128.0,0.5886170268058777,0.5487711429595947,0.16247396171092987
1.0,129.0,0.4089721739292145,0.5200150012969971,0.1759093999862671
1.0,130.0,0.6737360954284668,0.5249587893486023,0.16387902200222015
1.0,131.0,0.4289247691631317,0.5169219374656677,0.1564941704273224
1.0,132.0,0.578832745552063,0.5176979303359985,0.14441703259944916
1.0,133.0,0.5806809067726135,0.5069402456283569,0.16127856075763702
1.0,134.0,0.5894939303398132,0.5124034881591797,0.19016136229038239
1.0,135.0,0.5605752468109131,0.5280833840370178,0.18309475481510162
1.0,136.0,0.5081403851509094,0.5279200077056885,0.17939670383930206
1.0,137.0,0.5735381245613098,0.5191443562507629,0.15996365249156952
1.0,138.0,0.4010520577430725,0.5386366248130798,0.19080834090709686
1.0,139.0,0.6686913371086121,0.5108170509338379,0.16562104225158691
1.0,140.0,0.639556348323822,0.496968537569046,0.17210443317890167
1.0,141.0,0.6211125254631042,0.48162224888801575,0.16290003061294556
1.0,142.0,0.5301501750946045,0.4843263626098633,0.1700444221496582
1.0,143.0,0.5266039967536926,0.49511897563934326,0.17741723358631134
1.0,144.0,0.5181034803390503,0.47705399990081787,0.2046462446451187
1.0,145.0,0.5967946648597717,0.5077273845672607,0.187648206949234
1.0,146.0,0.6215764284133911,0.5156411528587341,0.1943395882844925
1.0,147.0,0.5883170962333679,0.5251136422157288,0.19507794082164764
1.0,148.0,0.6030870676040649,0.48689940571784973,0.16271817684173584
1.0,149.0,0.6210957169532776,0.49429601430892944,0.1915072500705719
1.0,150.0,0.7234957218170166,0.49427780508995056,0.22258985042572021
1.0,151.0,0.4933164417743683,0.5225315093994141,0.21596156060695648
1.0,152.0,0.7809720039367676,0.47780314087867737,0.15256153047084808
1.0,153.0,0.5450554490089417,0.513079047203064,0.1733424961566925
1.0,154.0,0.5557125806808472,0.5114406943321228,0.16658718883991241
1.0,155.0,0.6103973388671875,0.4920119345188141,0.19745202362537384
1.0,156.0,0.5943586230278015,0.4864150583744049,0.176396444439888
1.0,157.0,0.606594443321228,0.48375117778778076,0.16550691425800323
1.0,158.0,0.7159077525138855,0.5103518962860107,0.14468221366405487
1.0,159.0,0.6011922955513,0.5078828930854797,0.1826174557209015
1.0,160.0,0.6010987758636475,0.5065963864326477,0.2131090611219406
1.0,161.0,0.43754634261131287,0.5078588724136353,0.18158574402332306
1.0,162.0,0.539763331413269,0.5162001252174377,0.17496971786022186
1.0,163.0,0.5117922425270081,0.49003106355667114,0.1436128169298172
1.0,164.0,0.5193206667900085,0.48508530855178833,0.13938890397548676
1.0,165.0,0.733626663684845,0.4828684628009796,0.16565559804439545
1.0,166.0,0.5137956142425537,0.470650315284729,0.1623818278312683
2.0,1.0,0.6541382074356079,0.47219157218933105,0.17032155394554138
2.0,2.0,0.8613685369491577,0.48245179653167725,0.1889573335647583
2.0,3.0,0.513022780418396,0.48603373765945435,0.1516065150499344
2.0,4.0,0.5497732758522034,0.503536581993103,0.150064617395401
2.0,5.0,0.6016145944595337,0.494161993265152,0.15781176090240479
2.0,6.0,0.6182069182395935,0.4645140469074249,0.1914120763540268
2.0,7.0,0.49064701795578003,0.5026615858078003,0.20078615844249725
2.0,8.0,0.5310286283493042,0.4777892529964447,0.18757182359695435
2.0,9.0,0.5768576264381409,0.4535611569881439,0.2185574322938919
2.0,10.0,0.8118213415145874,0.4600771963596344,0.19562162458896637
2.0,11.0,0.5970327258110046,0.47416967153549194,0.17552612721920013
2.0,12.0,0.6124383807182312,0.47478821873664856,0.14041252434253693
2.0,13.0,0.7650903463363647,0.48449698090553284,0.16812986135482788
2.0,14.0,0.6367078423500061,0.5077106952667236,0.1501360386610031
2.0,15.0,0.4817848205566406,0.46451833844184875,0.16762880980968475
2.0,16.0,0.5139687061309814,0.48842722177505493,0.1627720147371292
2.0,17.0,0.6772369146347046,0.4957088232040405,0.17404720187187195
2.0,18.0,0.6261603832244873,0.4789670407772064,0.167692169547081
2.0,19.0,0.609279453754425,0.4388744533061981,0.19271330535411835
2.0,20.0,0.6018900275230408,0.4670054018497467,0.1710420697927475
2.0,21.0,0.5437228679656982,0.4704134166240692,0.1366221159696579
2.0,22.0,0.4366949498653412,0.4960090219974518,0.1969044953584671
2.0,23.0,0.48691990971565247,0.4632757604122162,0.16434994339942932
2.0,24.0,0.4931483566761017,0.4686785340309143,0.14931988716125488
2.0,25.0,0.6004130244255066,0.4511357247829437,0.1673283576965332
2.0,26.0,0.6209868788719177,0.48085346817970276,0.17646124958992004
2.0,27.0,0.490707129240036,0.4697341024875641,0.189622163772583
2.0,28.0,0.6517685055732727,0.47802022099494934,0.17906944453716278
2.0,29.0,0.7001926898956299,0.4656353294849396,0.18224261701107025
2.0,30.0,0.6965432167053223,0.4541644752025604,0.16266345977783203
2.0,31.0,0.6372002363204956,0.49604544043540955,0.18290533125400543
2.0,32.0,0.6830490231513977,0.48261556029319763,0.16160474717617035
2.0,33.0,0.6177428960800171,0.47738713026046753,0.15927354991436005
2.0,34.0,0.6066846251487732,0.45756229758262634,0.21335935592651367
2.0,35.0,0.5467883348464966,0.45483455061912537,0.18167926371097565
2.0,36.0,0.5754354596138,0.47648611664772034,0.22543594241142273
2.0,37.0,0.7195380330085754,0.4549238979816437,0.14650288224220276
2.0,38.0,0.6508284211158752,0.4896950423717499,0.14192581176757812
2.0,39.0,0.5328378677368164,0.4738570749759674,0.15807025134563446
2.0,40.0,0.4782981872558594,0.4689955711364746,0.1693989336490631
2.0,41.0,0.5811271071434021,0.48117950558662415,0.19881056249141693
2.0,42.0,0.4887022376060486,0.46145233511924744,0.20794643461704254
2.0,43.0,0.5413292646408081,0.4722602963447571,0.22025921940803528
2.0,44.0,0.4133788049221039,0.47458261251449585,0.22973378002643585
2.0,45.0,0.505978524684906,0.47700774669647217,0.16875311732292175
2.0,46.0,0.5947033166885376,0.4561213552951813,0.19979313015937805
2.0,47.0,0.40228673815727234,0.4655705392360687,0.16866658627986908
2.0,48.0,0.6521000862121582,0.4628072679042816,0.1944628655910492
2.0,49.0,0.6835482716560364,0.4524969458580017,0.19779527187347412
2.0,50.0,0.45413944125175476,0.46388548612594604,0.22168587148189545
2.0,51.0,0.6329866051673889,0.44715040922164917,0.2191571742296219
2.0,52.0,0.4538602828979492,0.41506877541542053,0.18853877484798431
2.0,53.0,0.5835073590278625,0.4370972216129303,0.14439061284065247
2.0,54.0,0.6481242775917053,0.44036462903022766,0.16176970303058624
2.0,55.0,0.49525192379951477,0.46617671847343445,0.13152417540550232
2.0,56.0,0.8330879211425781,0.47082382440567017,0.1989021599292755
2.0,57.0,0.47866353392601013,0.49845820665359497,0.2089966982603073
2.0,58.0,0.6751609444618225,0.446620374917984,0.16836483776569366
2.0,59.0,0.7121797800064087,0.423996239900589,0.16147366166114807
2.0,60.0,0.5823911428451538,0.4456908702850342,0.14827539026737213
2.0,61.0,0.5501006841659546,0.447438508272171,0.13740475475788116
2.0,62.0,0.5829864144325256,0.4515063464641571,0.15720781683921814
2.0,63.0,0.48513397574424744,0.4602363109588623,0.18475113809108734
2.0,64.0,0.6333782076835632,0.45375052094459534,0.18286564946174622
2.0,65.0,0.4094755947589874,0.44253289699554443,0.17076489329338074
2.0,66.0,0.5222901701927185,0.43948328495025635,0.23225392401218414
2.0,67.0,0.5760048031806946,0.4738709628582001,0.15929292142391205
2.0,68.0,0.5439162850379944,0.4736434817314148,0.17895373702049255
2.0,69.0,0.5941907167434692,0.47620975971221924,0.17161999642848969
2.0,70.0,0.4579068124294281,0.45382681488990784,0.1358405202627182
2.0,71.0,0.5032790899276733,0.446219265460968,0.1799059510231018
2.0,72.0,0.5449802875518799,0.4609221816062927,0.18350079655647278
2.0,73.0,0.4673923850059509,0.45054444670677185,0.17378591001033783
2.0,74.0,0.4735751450061798,0.4341077208518982,0.132338747382164
2.0,75.0,0.548191249370575,0.4467439353466034,0.16714933514595032
2.0,76.0,0.5362065434455872,0.46576249599456787,0.16906872391700745
2.0,77.0,0.5213843584060669,0.44502007961273193,0.14488640427589417
2.0,78.0,0.653364360332489,0.4406702220439911,0.13838759064674377
2.0,79.0,0.4273379445075989,0.46920934319496155,0.1301991492509842
2.0,80.0,0.5450156927108765,0.4313881993293762,0.14976124465465546
2.0,81.0,0.44630295038223267,0.4259861707687378,0.13701632618904114
2.0,82.0,0.7165666222572327,0.434670627117157,0.1355091631412506
2.0,83.0,0.5524422526359558,0.45831796526908875,0.14938826858997345
2.0,84.0,0.6741216778755188,0.45286446809768677,0.1601964682340622
2.0,85.0,0.526472270488739,0.4153626561164856,0.11763908714056015
2.0,86.0,0.5390363335609436,0.4254957139492035,0.15306618809700012
2.0,87.0,0.5717996954917908,0.4382709860801697,0.1481613665819168
2.0,88.0,0.5825713872909546,0.42166388034820557,0.1277744174003601
2.0,89.0,0.4656369090080261,0.44008147716522217,0.12300615012645721
2.0,90.0,0.5548868179321289,0.4566149413585663,0.1474970281124115
2.0,91.0,0.48357707262039185,0.4186439514160156,0.13322949409484863
2.0,92.0,0.5431690812110901,0.4238419234752655,0.11336906254291534
2.0,93.0,0.56341552734375,0.43588384985923767,0.1473284214735031
2.0,94.0,0.4964791238307953,0.45195943117141724,0.1494462788105011
2.0,95.0,0.5794401168823242,0.4546689987182617,0.13624316453933716
2.0,96.0,0.6138071417808533,0.45834049582481384,0.16718995571136475
2.0,97.0,0.6142061948776245,0.44397786259651184,0.1374220848083496
2.0,98.0,0.4244961440563202,0.4498330056667328,0.17395320534706116
2.0,99.0,0.5247229933738708,0.412308931350708,0.17007504403591156
2.0,100.0,0.5970964431762695,0.4340194761753082,0.14327532052993774
2.0,101.0,0.5260500311851501,0.42837342619895935,0.13094434142112732
2.0,102.0,0.7280694842338562,0.4564962685108185,0.16166305541992188
2.0,103.0,0.6110696196556091,0.4429517090320587,0.14052577316761017
2.0,104.0,0.4806632399559021,0.4596843421459198,0.14115752279758453
2.0,105.0,0.4435707628726959,0.44418931007385254,0.1948448121547699
2.0,106.0,0.4923170506954193,0.41855764389038086,0.16341136395931244
2.0,107.0,0.5575712323188782,0.41780340671539307,0.17980417609214783
2.0,108.0,0.32564061880111694,0.4223492443561554,0.1703261286020279
2.0,109.0,0.5002219676971436,0.4081765115261078,0.12448637932538986
2.0,110.0,0.4473463296890259,0.438026487827301,0.119084432721138
2.0,111.0,0.5695836544036865,0.406509131193161,0.16998282074928284
2.0,112.0,0.44623687863349915,0.4273134469985962,0.12319376319646835
2.0,113.0,0.6457129120826721,0.45349061489105225,0.17041562497615814
2.0,114.0,0.6406766772270203,0.4114186763763428,0.19088777899742126
2.0,115.0,0.5222997069358826,0.4258364140987396,0.18631458282470703
2.0,116.0,0.5461742281913757,0.46364787220954895,0.18039070069789886
2.0,117.0,0.5533975958824158,0.4092419147491455,0.19325138628482819
2.0,118.0,0.49762848019599915,0.45856669545173645,0.22523419559001923
2.0,119.0,0.5925883054733276,0.417275607585907,0.2115405946969986
2.0,120.0,0.4547259509563446,0.4205753803253174,0.20055219531059265
2.0,121.0,0.4216238558292389,0.4422890245914459,0.18229125440120697
2.0,122.0,0.6501925587654114,0.4474940001964569,0.1680351048707962
2.0,123.0,0.5553889870643616,0.4050759971141815,0.15395821630954742
2.0,124.0,0.4976731240749359,0.3937126100063324,0.1323118358850479
2.0,125.0,0.7150704860687256,0.44330719113349915,0.17376609146595
2.0,126.0,0.4832332730293274,0.4143025875091553,0.1508757472038269
2.0,127.0,0.5193896293640137,0.4315720498561859,0.14441461861133575
2.0,128.0,0.6028324961662292,0.4076250195503235,0.14978384971618652
2.0,129.0,0.509909987449646,0.4354373812675476,0.14314037561416626
2.0,130.0,0.4464462697505951,0.44705602526664734,0.12057878822088242
2.0,131.0,0.6105367541313171,0.41874435544013977,0.12603555619716644
2.0,132.0,0.4690767526626587,0.4130479395389557,0.09928672015666962
2.0,133.0,0.6502087116241455,0.44618499279022217,0.09391158074140549
2.0,134.0,0.48504114151000977,0.4338204562664032,0.08132626861333847
2.0,135.0,0.42432886362075806,0.40984103083610535,0.09804493933916092
2.0,136.0,0.6603401303291321,0.43834832310676575,0.1129642203450203
2.0,137.0,0.7903228998184204,0.43529316782951355,0.1247192919254303
2.0,138.0,0.3941621780395508,0.38947027921676636,0.13962292671203613
2.0,139.0,0.5265291333198547,0.4277327060699463,0.1538897007703781
2.0,140.0,0.599368155002594,0.4075363278388977,0.11333834379911423
2.0,141.0,0.6814088225364685,0.44185277819633484,0.11085866391658783
2.0,142.0,0.4980914294719696,0.4101425111293793,0.11025576293468475
2.0,143.0,0.37416762113571167,0.41286349296569824,0.1384427398443222
2.0,144.0,0.7298468947410583,0.4366251230239868,0.1395874172449112
2.0,145.0,0.6001245379447937,0.41814446449279785,0.10204517096281052
2.0,146.0,0.3807339370250702,0.41388756036758423,0.15667428076267242
2.0,147.0,0.5966277718544006,0.4010019898414612,0.11466622352600098
2.0,148.0,0.4791339635848999,0.4236808121204376,0.14896346628665924
2.0,149.0,0.5398401618003845,0.4270184338092804,0.13514775037765503
2.0,150.0,0.4967019557952881,0.40580397844314575,0.13669681549072266
2.0,151.0,0.5786759853363037,0.39277374744415283,0.12321183830499649
2.0,152.0,0.45114994049072266,0.4047257900238037,0.12441068142652512
2.0,153.0,0.5056501626968384,0.4193932116031647,0.14396314322948456
2.0,154.0,0.652464747428894,0.400642454624176,0.10180580615997314
2.0,155.0,0.3584037125110626,0.40591421723365784,0.11094138771295547
2.0,156.0,0.4054206907749176,0.4091112017631531,0.08825237303972244
2.0,157.0,0.5170161724090576,0.41526302695274353,0.10167529433965683
2.0,158.0,0.4557415246963501,0.394165575504303,0.0978834331035614
2.0,159.0,0.6196232438087463,0.39896294474601746,0.07330206781625748
2.0,160.0,0.45273372530937195,0.41359078884124756,0.09186091274023056
2.0,161.0,0.45898061990737915,0.41858264803886414,0.10004620254039764
2.0,162.0,0.41486358642578125,0.3971033990383148,0.10408242791891098
2.0,163.0,0.35604536533355713,0.42470571398735046,0.17006173729896545
2.0,164.0,0.5174074769020081,0.4130643308162689,0.12374994903802872
2.0,165.0,0.6012016534805298,0.4310298264026642,0.13007324934005737
2.0,166.0,0.4426284730434418,0.416256844997406,0.13239197432994843
3.0,1.0,0.4561717212200165,0.4041951596736908,0.11698821932077408
3.0,2.0,0.38158389925956726,0.42942580580711365,0.14326372742652893
3.0,3.0,0.5212649703025818,0.4042399227619171,0.12397829443216324
3.0,4.0,0.5661347508430481,0.41556084156036377,0.1210767850279808
3.0,5.0,0.5856078863143921,0.40583622455596924,0.09299352765083313
3.0,6.0,0.4458600878715515,0.4018746316432953,0.10977259278297424
3.0,7.0,0.4296819567680359,0.42862629890441895,0.09655378013849258
3.0,8.0,0.4435848891735077,0.4169877767562866,0.07896362990140915
3.0,9.0,0.4366096556186676,0.3822827637195587,0.10980842262506485
3.0,10.0,0.6458470225334167,0.40640562772750854,0.13631929457187653
3.0,11.0,0.40466174483299255,0.41037559509277344,0.11403970420360565
3.0,12.0,0.5125274062156677,0.38214918971061707,0.12865105271339417
3.0,13.0,0.6985843181610107,0.41177213191986084,0.1634690910577774
3.0,14.0,0.4732911288738251,0.41207852959632874,0.1508699506521225
3.0,15.0,0.36825230717658997,0.38055741786956787,0.1403987556695938
3.0,16.0,0.6979053020477295,0.40288692712783813,0.08576319366693497
3.0,17.0,0.4511547386646271,0.4262978434562683,0.11106447875499725
3.0,18.0,0.4041374623775482,0.39932242035865784,0.12728258967399597
3.0,19.0,0.472747802734375,0.39712846279144287,0.11176780611276627
3.0,20.0,0.736924409866333,0.4317013621330261,0.10812419652938843
3.0,21.0,0.6343716382980347,0.4274970591068268,0.15803661942481995
3.0,22.0,0.4767789840698242,0.43067672848701477,0.16056035459041595
3.0,23.0,0.4220706820487976,0.41158798336982727,0.16650274395942688
3.0,24.0,0.33346235752105713,0.41458532214164734,0.11867167055606842
3.0,25.0,0.40441012382507324,0.39000341296195984,0.09625881910324097
3.0,26.0,0.4753742516040802,0.40899932384490967,0.08804742246866226
3.0,27.0,0.38673222064971924,0.386604368686676,0.08660480380058289
3.0,28.0,0.541144847869873,0.38426581025123596,0.11775214970111847
3.0,29.0,0.6884552240371704,0.4026985764503479,0.10853803902864456
3.0,30.0,0.49731647968292236,0.4016026258468628,0.0799332782626152
3.0,31.0,0.6109287738800049,0.39839279651641846,0.08490042388439178
3.0,32.0,0.4262864887714386,0.3920406103134155,0.08163318037986755
3.0,33.0,0.4043806195259094,0.40720081329345703,0.08060185611248016
3.0,34.0,0.4256240129470825,0.41963711380958557,0.07350477576255798
3.0,35.0,0.4889374375343323,0.3819271922111511,0.09204749017953873
3.0,36.0,0.5150279402732849,0.3892882466316223,0.07141707092523575
3.0,37.0,0.6569837331771851,0.4033409655094147,0.13126499950885773
3.0,38.0,0.5956037044525146,0.3665895462036133,0.1080101877450943
3.0,39.0,0.4978557229042053,0.3814844787120819,0.0803522989153862
3.0,40.0,0.5084978938102722,0.3772983253002167,0.07585838437080383
3.0,41.0,0.5196934938430786,0.40128806233406067,0.052597567439079285
3.0,42.0,0.4383217394351959,0.42206960916519165,0.05936865508556366
3.0,43.0,0.453795462846756,0.3993392288684845,0.09177926182746887
3.0,44.0,0.5386185050010681,0.4243171513080597,0.07836443930864334
3.0,45.0,0.42744481563568115,0.39735057950019836,0.07368086278438568
3.0,46.0,0.46702635288238525,0.396116703748703,0.1136537417769432
3.0,47.0,0.5280311703681946,0.39721110463142395,0.06991969794034958
3.0,48.0,0.7010011076927185,0.3706789016723633,0.08179471641778946
3.0,49.0,0.3271237015724182,0.40301528573036194,0.09674979746341705
3.0,50.0,0.4602758288383484,0.39550766348838806,0.10781127959489822
3.0,51.0,0.5413941144943237,0.38988882303237915,0.1240583062171936
3.0,52.0,0.42453739047050476,0.384250670671463,0.09741870313882828
3.0,53.0,0.4393375515937805,0.3837193548679352,0.07357444614171982
3.0,54.0,0.5008416175842285,0.3954967260360718,0.1028066948056221
3.0,55.0,0.6569607257843018,0.3987295925617218,0.09018519520759583
3.0,56.0,0.5496299862861633,0.3834087550640106,0.09835250675678253
3.0,57.0,0.5657461881637573,0.4025299549102783,0.10817686468362808
3.0,58.0,0.4133593738079071,0.38917866349220276,0.09352416545152664
3.0,59.0,0.33894988894462585,0.38549432158470154,0.10126592963933945
3.0,60.0,0.5265834331512451,0.390154629945755,0.08280152827501297
3.0,61.0,0.2929101586341858,0.35518014430999756,0.13013821840286255
3.0,62.0,0.3579350709915161,0.402945876121521,0.10474275797605515
3.0,63.0,0.4098639488220215,0.36759132146835327,0.1250564455986023
3.0,64.0,0.30994245409965515,0.3808721899986267,0.13924802839756012
3.0,65.0,0.3862503468990326,0.3953452706336975,0.10760953277349472
3.0,66.0,0.658513605594635,0.3627854585647583,0.10262241959571838
3.0,67.0,0.4879756271839142,0.3988679349422455,0.10313251614570618
3.0,68.0,0.3833061754703522,0.41634654998779297,0.10545165836811066
